/BL (modelFiles=gpdk045.scs:ff) X,/BL (modelFiles=gpdk045.scs:ff) Y,/BLB (modelFiles=gpdk045.scs:ff) X,/BLB (modelFiles=gpdk045.scs:ff) Y,/Q (modelFiles=gpdk045.scs:ff) X,/Q (modelFiles=gpdk045.scs:ff) Y,/QB (modelFiles=gpdk045.scs:ff) X,/QB (modelFiles=gpdk045.scs:ff) Y,/VDD (modelFiles=gpdk045.scs:ff) X,/VDD (modelFiles=gpdk045.scs:ff) Y,/WL (modelFiles=gpdk045.scs:ff) X,/WL (modelFiles=gpdk045.scs:ff) Y,/V0/PLUS (modelFiles=gpdk045.scs:ff) X,/V0/PLUS (modelFiles=gpdk045.scs:ff) Y
3.037417245103e-09,1.2,3.037417245103e-09,0,3.037417245103e-09,1.198657059616756,3.037417245103e-09,0.0001630937597461808,3.037417245103e-09,1.2,3.037417245103e-09,1.2,3.037417245103e-09,-2.255525354342589e-07
3.043166895305e-09,1.2,3.043166895305e-09,0,3.043166895305e-09,1.199730538484447,3.043166895305e-09,3.368753295617608e-05,3.043166895305e-09,1.2,3.043166895305e-09,1.2,3.043166895305e-09,5.968397078597224e-08
3.050953959721e-09,1.2,3.050953959721e-09,0,3.050953959721e-09,1.199985957046508,3.050953959721e-09,9.895608894179359e-07,3.050953959721e-09,1.2,3.050953959721e-09,1.2,3.050953959721e-09,-8.911789612385989e-08
3.06249861823e-09,1.2,3.06249861823e-09,0,3.06249861823e-09,1.199999453190681,3.06249861823e-09,9.898232058908307e-07,3.06249861823e-09,1.2,3.06249861823e-09,1.2,3.06249861823e-09,8.693105221283565e-08
3.081879181372e-09,1.2,3.081879181372e-09,0,3.081879181372e-09,1.199998713922932,3.081879181372e-09,-2.386826723740447e-07,3.081879181372e-09,1.2,3.081879181372e-09,1.2,3.081879181372e-09,-8.760121503538376e-08
3.120640307656e-09,1.2,3.120640307656e-09,0,3.120640307656e-09,1.199997783127168,3.120640307656e-09,9.897512871267736e-07,3.120640307656e-09,1.2,3.120640307656e-09,1.2,3.120640307656e-09,8.663700888829163e-08
3.198162560224e-09,1.2,3.198162560224e-09,0,3.198162560224e-09,1.199999406383012,3.198162560224e-09,4.97260500990904e-09,3.198162560224e-09,1.2,3.198162560224e-09,1.2,3.198162560224e-09,-8.745006987420497e-08
3.353207065359e-09,1.2,3.353207065359e-09,0,3.353207065359e-09,1.199997028001957,3.353207065359e-09,5.110069720176517e-07,3.353207065359e-09,1.2,3.353207065359e-09,1.2,3.353207065359e-09,8.649208939048998e-08
3.66329607563e-09,1.2,3.66329607563e-09,0,3.66329607563e-09,1.200000216011568,3.66329607563e-09,5.88074116934884e-07,3.66329607563e-09,1.2,3.66329607563e-09,1.2,3.66329607563e-09,-8.730729419147738e-08
4.283474096172e-09,1.2,4.283474096172e-09,0,4.283474096172e-09,1.199996238372432,4.283474096172e-09,-7.43924181715147e-08,4.283474096172e-09,1.2,4.283474096172e-09,1.2,4.283474096172e-09,8.635976230271562e-08
4.923474096171999e-09,1.2,4.923474096171999e-09,0,4.923474096171999e-09,1.200000995923242,4.923474096171999e-09,1.172689717067037e-06,4.923474096171999e-09,1.2,4.923474096171999e-09,1.2,4.923474096171999e-09,-8.717877598683742e-08
5.563474096172e-09,1.2,5.563474096172e-09,0,5.563474096172e-09,1.199995851324642,5.563474096172e-09,-3.764156621268421e-07,5.563474096172e-09,1.2,5.563474096172e-09,1.2,5.563474096172e-09,8.629043622311316e-08
5.999999999999999e-09,1.2,5.999999999999999e-09,0,5.999999999999999e-09,1.200000966637872,5.999999999999999e-09,1.176168741174148e-06,5.999999999999999e-09,1.2,5.999999999999999e-09,1.2,5.999999999999999e-09,-8.717028264375292e-08
6.000005212672999e-09,1.2,6.000005212672999e-09,0,6.000005212672999e-09,1.199967135149073,6.000005212672999e-09,-4.535008245432771e-05,6.000005212672999e-09,1.2,6.000005212672999e-09,1.199374479166637,6.000005212672999e-09,-1.825428715000116e-06
6.000015638019999e-09,1.2,6.000015638019999e-09,0,6.000015638019999e-09,1.199887546557421,6.000015638019999e-09,-0.0001644922861336394,6.000015638019999e-09,1.2,6.000015638019999e-09,1.198123437499909,6.000015638019999e-09,-3.516992758044729e-06
