/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
6.01e-09,1,6.01e-09,0,6.01e-09,0.9868941251563498,6.01e-09,-0.007211311905089449,6.01e-09,1,6.01e-09,0,6.01e-09,-1.367349130812122e-06
6.010001303384999e-09,1,6.010001303384999e-09,0,6.010001303384999e-09,0.9868981780061759,6.010001303384999e-09,-0.007206452252659419,6.010001303384999e-09,1,6.010001303384999e-09,0,6.010001303384999e-09,-9.631691032530197e-07
6.010003910156e-09,1,6.010003910156e-09,0,6.010003910156e-09,0.9869089413632224,6.010003910156e-09,-0.007193946457856836,6.010003910156e-09,1,6.010003910156e-09,0,6.010003910156e-09,-3.256616669393528e-07
6.010005213540999e-09,1,6.010005213540999e-09,0,6.010005213540999e-09,0.9869152751676585,6.010005213540999e-09,-0.007186540585335609,6.010005213540999e-09,1,6.010005213540999e-09,0,6.010005213540999e-09,-2.118048696758077e-07
6.010007820312e-09,1,6.010007820312e-09,0,6.010007820312e-09,0.9869269546602981,6.010007820312e-09,-0.007172564483286068,6.010007820312e-09,1,6.010007820312e-09,0,6.010007820312e-09,-1.924543482687158e-07
6.010013033853999e-09,1,6.010013033853999e-09,0,6.010013033853999e-09,0.9869494189355602,6.010013033853999e-09,-0.00714573823494995,6.010013033853999e-09,1,6.010013033853999e-09,0,6.010013033853999e-09,-1.893934264862115e-07
6.010023460936999e-09,1,6.010023460936999e-09,0,6.010023460936999e-09,0.9869932736950237,6.010023460936999e-09,-0.007093399893554461,6.010023460936999e-09,1,6.010023460936999e-09,0,6.010023460936999e-09,-2.250415030257055e-07
6.010044315103999e-09,1,6.010044315103999e-09,0,6.010044315103999e-09,0.987080005349762,6.010044315103999e-09,-0.006990171540391251,6.010044315103999e-09,1,6.010044315103999e-09,0,6.010044315103999e-09,-2.162352680645558e-07
6.010086023436999e-09,1,6.010086023436999e-09,0,6.010086023436999e-09,0.9872510440119275,6.010086023436999e-09,-0.006787676509830411,6.010086023436999e-09,1,6.010086023436999e-09,0,6.010086023436999e-09,-2.331678145282253e-07
6.010169440103999e-09,1,6.010169440103999e-09,0,6.010169440103999e-09,0.9875837593753523,6.010169440103999e-09,-0.006398359142344955,6.010169440103999e-09,1,6.010169440103999e-09,0,6.010169440103999e-09,-2.356856550082643e-07
6.010336273437e-09,1,6.010336273437e-09,0,6.010336273437e-09,0.9882137076258958,6.010336273437e-09,-0.005678411083783614,6.010336273437e-09,1,6.010336273437e-09,0,6.010336273437e-09,-2.671047995195239e-07
6.010669940104e-09,1,6.010669940104e-09,0,6.010669940104e-09,0.9893465165779589,6.010669940104e-09,-0.004446256105110073,6.010669940104e-09,1,6.010669940104e-09,0,6.010669940104e-09,-2.920091051553408e-07
6.011337273437e-09,1,6.011337273437e-09,0,6.011337273437e-09,0.9911997206343677,6.011337273437e-09,-0.00263599980402387,6.011337273437e-09,1,6.011337273437e-09,0,6.011337273437e-09,-3.403048185621819e-07
6.012671940102999e-09,1,6.012671940102999e-09,0,6.012671940102999e-09,0.993781945321168,6.012671940102999e-09,-0.0006745946009394539,6.012671940102999e-09,1,6.012671940102999e-09,0,6.012671940102999e-09,-3.374397872030551e-07
6.015180914640999e-09,1,6.015180914640999e-09,0,6.015180914640999e-09,0.9964670970352492,6.015180914640999e-09,0.0003374832854161975,6.015180914640999e-09,1,6.015180914640999e-09,0,6.015180914640999e-09,-2.725141963309427e-07
