/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
5.990020854165999e-09,1,5.990020854165999e-09,0,5.990020854165999e-09,0.9998777333091757,5.990020854165999e-09,-0.0001911291271126569,5.990020854165999e-09,1,5.990020854165999e-09,0.9979145833331581,5.990020854165999e-09,-2.332501269664347e-06
5.99003128125e-09,1,5.99003128125e-09,0,5.99003128125e-09,0.9998161788053881,5.99003128125e-09,-0.0002882141659924565,5.99003128125e-09,1,5.99003128125e-09,0.9968718749997372,5.99003128125e-09,-2.298455330415293e-06
5.990052135416e-09,1,5.990052135416e-09,0,5.990052135416e-09,0.9996932897647918,5.990052135416e-09,-0.000481894273619815,5.990052135416e-09,1,5.990052135416e-09,0.9947864583328953,5.990052135416e-09,-2.294756490540184e-06
5.99009384375e-09,1,5.99009384375e-09,0,5.99009384375e-09,0.9994531321464473,5.99009384375e-09,-0.0008578798784057698,5.99009384375e-09,1,5.99009384375e-09,0.9906156249992114,5.99009384375e-09,-2.245123833805548e-06
5.990177260415999e-09,1,5.990177260415999e-09,0,5.990177260415999e-09,0.9989908197871472,5.990177260415999e-09,-0.001572582667333658,5.990177260415999e-09,1,5.990177260415999e-09,0.9822739583318438,5.990177260415999e-09,-2.192792652353609e-06
5.990344093749999e-09,1,5.990344093749999e-09,0,5.990344093749999e-09,0.998135391360869,5.990344093749999e-09,-0.00286205606808373,5.990344093749999e-09,1,5.990344093749999e-09,0.9655906249971087,5.990344093749999e-09,-2.064455075319639e-06
5.990677760415999e-09,1,5.990677760415999e-09,0,5.990677760415999e-09,0.9966572897348974,5.990677760415999e-09,-0.004983308632262454,5.990677760415999e-09,1,5.990677760415999e-09,0.9322239583276383,5.990677760415999e-09,-1.908234738257695e-06
5.991345093749999e-09,1,5.991345093749999e-09,0,5.991345093749999e-09,0.9943926507521681,5.991345093749999e-09,-0.007952211649413577,5.991345093749999e-09,1,5.991345093749999e-09,0.8654906249886974,5.991345093749999e-09,-1.712599705440179e-06
5.992679760416e-09,1,5.992679760416e-09,0,5.992679760416e-09,0.9915026892348894,5.992679760416e-09,-0.01128085898178034,5.992679760416e-09,1,5.992679760416e-09,0.7320239583108159,5.992679760416e-09,-1.658610507728923e-06
5.994505886980999e-09,1,5.994505886980999e-09,0,5.994505886980999e-09,0.989521592048762,5.994505886980999e-09,-0.01301195018423654,5.994505886980999e-09,1,5.994505886980999e-09,0.5494113018495115,5.994505886980999e-09,-1.580777953153578e-06
5.997178270901999e-09,1,5.997178270901999e-09,0,5.997178270901999e-09,0.989179036362495,5.997178270901999e-09,-0.01005119195460398,5.997178270901999e-09,1,5.997178270901999e-09,0.2821729097835144,5.997178270901999e-09,-1.117547659748911e-06
5.998589135450999e-09,1,5.998589135450999e-09,0,5.998589135450999e-09,0.9891801987957666,5.998589135450999e-09,-0.008149581445747183,5.998589135450999e-09,1,5.998589135450999e-09,0.1410864548917986,5.998589135450999e-09,-1.508175468023225e-06
5.999999999999999e-09,1,5.999999999999999e-09,0,5.999999999999999e-09,0.9889221407212383,5.999999999999999e-09,-0.007187726725497206,5.999999999999999e-09,1,5.999999999999999e-09,8.271161533457416e-14,5.999999999999999e-09,-1.369474263844959e-06
6.000001303385e-09,1,6.000001303385e-09,0,6.000001303385e-09,0.9889262012283598,6.000001303385e-09,-0.007183020715781689,6.000001303385e-09,1,6.000001303385e-09,0,6.000001303385e-09,-9.463828561501976e-07
6.000003910155999e-09,1,6.000003910155999e-09,0,6.000003910155999e-09,0.988936784361781,6.000003910155999e-09,-0.007171002835081798,6.000003910155999e-09,1,6.000003910155999e-09,0,6.000003910155999e-09,-2.672143439758568e-07
6.000009123696999e-09,1,6.000009123696999e-09,0,6.000009123696999e-09,0.988959902573221,6.000009123696999e-09,-0.007143784992615651,6.000009123696999e-09,1,6.000009123696999e-09,0,6.000009123696999e-09,-3.275125619905617e-08
6.000011730468e-09,1,6.000011730468e-09,0,6.000011730468e-09,0.9889703535365425,6.000011730468e-09,-0.00713110901162206,6.000011730468e-09,1,6.000011730468e-09,0,6.000011730468e-09,-1.139323353058937e-07
